name,colorIdentity,keywords,supertypes
"Aurelia, the Warleader","R, W","Flying, Haste, Vigilance",Legendary
Balefire Liege,"R, W",,
Bant Charm,"G, U, W",,
Bear's Companion,"G, R, U",,
Blazing Hellhound,"B, R",,
Bloodbraid Elf,"G, R","Cascade, Haste",
Bloodwater Entity,"R, U","Flying, Prowess",
Boartusk Liege,"G, R",Trample,
Bounty of the Luxa,"G, U",,
Bring to Light,"G, U",Converge,
Burning-Tree Emissary,"G, R",,
Call to the Feast,"B, W",,
Cartel Aristocrat,"B, W",,
Child of Alara,"B, G, R, U, W",Trample,Legendary
Chronicler of Heroes,"G, W",,
Coiling Oracle,"G, U",,
Conclave Mentor,"G, W",,
Crackling Doom,"B, R, W",,
Creakwood Liege,"B, G",,
Dack's Duplicate,"R, U",,
Dauntless Escort,"G, W",,
Deathbringer Liege,"B, W",,
"Doran, the Siege Tower","B, G, W",,Legendary
Dragonlord Dromoka,"G, W","Flying, Lifelink",Legendary
Dragonlord Silumgar,"B, U","Deathtouch, Flying",Legendary
Dreg Mangler,"B, G","Haste, Scavenge",
Drogskol Reaver,"U, W","Double strike, Flying, Lifelink",
Dromoka's Command,"G, W",Fight,
"Elenda, the Dusk Rose","B, W",Lifelink,Legendary
Elsha of the Infinite,"R, U, W",Prowess,Legendary
Empyrial Archangel,"G, U, W","Flying, Shroud",
Extract from Darkness,"B, U",Mill,
"Ezuri, Claw of Progress","G, U",,Legendary
Fiery Justice,"G, R, W",,
Figure of Destiny,"R, W",,
Fireblade Artist,"B, R",Haste,
Firesong and Sunspeaker,"R, W",,Legendary
"Ghave, Guru of Spores","B, G, W",,Legendary
Glen Elendra Liege,"B, U",Flying,
Glimpse the Unthinkable,"B, U",Mill,
Gloryscale Viashino,"G, R, W",,
Glowspore Shaman,"B, G",Mill,
Grand Arbiter Augustin IV,"U, W",,Legendary
Grim Flayer,"B, G","Delirium, Surveil, Trample",
Ground Assault,"G, R",,
Guided Passage,"G, R, U",,
Hellkite Overlord,"B, G, R","Flying, Haste, Trample",
Heroic Reinforcements,"R, W",,
Hostage Taker,"B, U",,
Hydroid Krasis,"G, U","Flying, Trample",
"Intet, the Dreamer","G, R, U",Flying,Legendary
Izzet Charm,"R, U",,
Jeskai Ascendancy,"R, U, W",,
Jeskai Charm,"R, U, W",,
"Jodah, Archmage Eternal","B, G, R, U, W",Flying,Legendary
"Judith, the Scourge Diva","B, R",,Legendary
Kaalia of the Vast,"B, R, W",Flying,Legendary
Kaervek the Merciless,"B, R",,Legendary
"Kambal, Consul of Allocation","B, W",,Legendary
"Karador, Ghost Chieftain","B, G, W",,Legendary
Kolaghan's Command,"B, R",,
Lavalanche,"B, G, R",,
League Guildmage,"R, U",,
Legion's Initiative,"R, W",,
Lightning Helix,"R, W",,
Lord of Extinction,"B, G",,
Lotleth Troll,"B, G",Trample,
Lyev Skyknight,"U, W","Detain, Flying",
Magister Sphinx,"B, U, W",Flying,
"Marchesa, the Black Rose","B, R, U",Dethrone,Legendary
Martial Glory,"R, W",,
Master Biomancer,"G, U",,
Master of Cruelties,"B, R","Deathtouch, First strike",
"Mathas, Fiend Seeker","B, R, W",Menace,Legendary
Mayael's Aria,"G, R, W",,
The Mimeoplasm,"B, G, U",,Legendary
Mindwrack Liege,"R, U",,
Mistmeadow Witch,"U, W",,
Mizzix of the Izmagnus,"R, U",,Legendary
"Muldrotha, the Gravetide","B, G, U",,Legendary
Murkfiend Liege,"G, U",,
"Nicol Bolas, God-Pharaoh","B, R, U",,Legendary
Orzhov Pontiff,"B, W",Haunt,
Phyrexian Tyranny,"B, R, U",,
Privileged Position,"G, W",,
Prized Amalgam,"B, U",,
Prophetic Bolt,"R, U",,
Psychic Symbiont,"B, U",Flying,
Qasali Pridemage,"G, W",Exalted,
Rafiq of the Many,"G, U, W",Exalted,Legendary
River Hoopoe,"G, U",Flying,
Roon of the Hidden Realm,"G, U, W","Trample, Vigilance",Legendary
"Ruric Thar, the Unbowed","G, R","Reach, Vigilance",Legendary
Scab-Clan Giant,"G, R",Fight,
Sedraxis Specter,"B, R, U","Flying, Unearth",
"Sedris, the Traitor King","B, R, U",,Legendary
Shattergang Brothers,"B, G, R",,Legendary
"Sidisi, Brood Tyrant","B, G, U",Mill,Legendary
"Skullbriar, the Walking Grave","B, G",Haste,Legendary
Sprouting Thrinax,"B, G, R",,
Sultai Soothsayer,"B, G, U",,
Supreme Verdict,"U, W",,
"Tariel, Reckoner of Souls","B, R, W","Flying, Vigilance",Legendary
"Teneb, the Harvester","B, G, W",Flying,Legendary
Tenth District Legionnaire,"R, W","Haste, Scry",
Terminate,"B, R",,
Thistledown Liege,"U, W",Flash,
Thousand-Year Storm,"R, U",,
Thraximundar,"B, R, U",Haste,Legendary
Tower Gargoyle,"B, U, W",Flying,
"Ulasht, the Hate Seed","G, R",,Legendary
"Uril, the Miststalker","G, R, W",Hexproof,Legendary
"Varina, Lich Queen","B, U, W",,Legendary
Villainous Wealth,"B, G, U",,
"Wasitora, Nekoru Queen","B, G, R","Flying, Trample",Legendary
Wilt-Leaf Liege,"G, W",,
Winged Coatl,"G, U","Deathtouch, Flash, Flying",
Wrenn and Six,"G, R",,Legendary
Zur the Enchanter,"B, U, W",Flying,Legendary
Aether Vial,,,
Bloodforged Battle-Axe,,Equip,
Civic Saber,,Equip,
Coldsteel Heart,,,Snow
Conqueror's Flail,,Equip,
Crucible of Worlds,,,
Darksteel Plate,,"Equip, Indestructible",
Dragon Arch,,,
Firemind Vessel,,,
Livewire Lash,,Equip,
Mana Vault,,,
Nim Deathmantle,,Equip,
Panharmonicon,,,
Phyrexian Altar,,,
Pithing Needle,,,
Planar Bridge,,,Legendary
Sensei's Divining Top,,,
Thrumming Stone,,,Legendary
Traveler's Amulet,,,
Vedalken Orrery,,,
Azorius Chancery,"U, W",,
Boros Garrison,"R, W",,
Cavern of Souls,,,
City of Brass,,,
Dimir Aqueduct,"B, U",,
Forbidden Orchard,,,
Golgari Rot Farm,"B, G",,
Gruul Turf,"G, R",,
Izzet Boilerworks,"R, U",,
Orzhov Basilica,"B, W",,
Pillar of the Paruns,,,
Rakdos Carnarium,"B, R",,
Selesnya Sanctuary,"G, W",,
Simic Growth Chamber,"G, U",,
Cryptic Spires,,,
"Liliana, the Last Hope",B,Mill,Legendary
Wrenn and Six,"G, R",,Legendary
"Emrakul, the Aeons Torn",,"Annihilator, Flying, Protection",Legendary
"Kozilek, Butcher of Truth",,Annihilator,Legendary
"Ulamog, the Infinite Gyre",,"Annihilator, Indestructible",Legendary
Emiel the Blessed,"G, W",,Legendary
Flickerwisp,W,Flying,
Mentor of the Meek,W,,
Seeker of the Way,W,Prowess,
Smothering Tithe,W,Treasure,
Teferi's Protection,W,,
Wall of Omens,W,Defender,
Consecrated Sphinx,U,Flying,
Force of Negation,U,,
Gifts Ungiven,U,,
Mana Drain,U,,
Mulldrifter,U,"Evoke, Flying",
Spell Pierce,U,,
Thought Scour,U,Mill,
Blood Artist,B,,
Damnation,B,,
Imperial Seal,B,,
Inquisition of Kozilek,B,,
Surgical Extraction,B,,
Unearth,B,Cycling,
Anger of the Gods,R,,
Chaos Warp,R,,
Dockside Extortionist,R,Treasure,
Lightning Bolt,R,,
Monastery Swiftspear,R,"Haste, Prowess",
Seasoned Pyromancer,R,,
Young Pyromancer,R,,
Allosaurus Shepherd,G,,
Bloom Tender,G,,
Concordant Crossroads,G,,World
Eternal Witness,G,,
Hardened Scales,G,,
Oracle of Mul Daya,G,,
Rampant Growth,G,,
Assassin's Trophy,"B, G",,
Bloodbraid Elf,"G, R","Cascade, Haste",
Burning-Tree Emissary,"G, R",,
Coiling Oracle,"G, U",,
Dragonlord Dromoka,"G, W","Flying, Lifelink",Legendary
"Elenda, the Dusk Rose","B, W",Lifelink,Legendary
Glimpse the Unthinkable,"B, U",Mill,
Grand Arbiter Augustin IV,"U, W",,Legendary
Grim Flayer,"B, G","Delirium, Surveil, Trample",
Kolaghan's Command,"B, R",,
"Marchesa, the Black Rose","B, R, U",Dethrone,Legendary
The Mimeoplasm,"B, G, U",,Legendary
"Muldrotha, the Gravetide","B, G, U",,Legendary
Privileged Position,"G, W",,
Qasali Pridemage,"G, W",Exalted,
"Sedris, the Traitor King","B, R, U",,Legendary
Supreme Verdict,"U, W",,
Terminate,"B, R",,
Thousand-Year Storm,"R, U",,
Aether Vial,,,
Bloodforged Battle-Axe,,Equip,
Crucible of Worlds,,,
Mana Vault,,,
Panharmonicon,,,
Phyrexian Altar,,,
Pithing Needle,,,
Sensei's Divining Top,,,
Vedalken Orrery,,,
Azorius Chancery,"U, W",,
Boros Garrison,"R, W",,
Cavern of Souls,,,
City of Brass,,,
Dimir Aqueduct,"B, U",,
Forbidden Orchard,,,
Golgari Rot Farm,"B, G",,
Gruul Turf,"G, R",,
Izzet Boilerworks,"R, U",,
Orzhov Basilica,"B, W",,
Rakdos Carnarium,"B, R",,
Selesnya Sanctuary,"G, W",,
Simic Growth Chamber,"G, U",,
"Emrakul, the Aeons Torn",,"Annihilator, Flying, Protection",Legendary
"Kozilek, Butcher of Truth",,Annihilator,Legendary
"Ulamog, the Infinite Gyre",,"Annihilator, Indestructible",Legendary
Divine Visitation,W,,
Emiel the Blessed,"G, W",,Legendary
Leonin Arbiter,W,,
"Mikaeus, the Lunarch",W,,Legendary
Monastery Mentor,W,Prowess,
Restoration Angel,W,"Flash, Flying",
Reveillark,W,"Evoke, Flying",
Smothering Tithe,W,Treasure,
Teferi's Protection,W,,
Weathered Wayfarer,W,,
As Foretold,U,,
Consecrated Sphinx,U,Flying,
Disciple of the Ring,U,,
Force of Negation,U,,
Gifts Ungiven,U,,
Kederekt Leviathan,U,Unearth,
Mana Drain,U,,
Pull from Tomorrow,U,,
"Talrand, Sky Summoner",U,,Legendary
"Venser, Shaper Savant",U,Flash,Legendary
Bitterblossom,B,,
Damnation,B,,
Gravecrawler,B,,
Imperial Seal,B,,
"Liliana, the Last Hope",B,Mill,Legendary
Necrotic Ooze,B,,
"Ob Nixilis, Unshackled",B,"Flying, Trample",Legendary
Oona's Prowler,B,Flying,
Surgical Extraction,B,,
"Yahenni, Undying Partisan",B,Haste,Legendary
Abbot of Keral Keep,R,Prowess,
"Alesha, Who Smiles at Death","B, R, W",First strike,Legendary
Anger of the Gods,R,,
Backdraft Hellkite,R,Flying,
Bedlam Reveler,R,Prowess,
Chaos Warp,R,,
Dockside Extortionist,R,Treasure,
Greater Gargadon,R,Suspend,
Seasoned Pyromancer,R,,
Twinflame,R,Strive,
Warrior's Oath,R,,
Allosaurus Shepherd,G,,
Bloom Tender,G,,
Concordant Crossroads,G,,World
Food Chain,G,,
Green Sun's Zenith,G,,
Hardened Scales,G,,
Impervious Greatwurm,G,"Convoke, Indestructible",
Oracle of Mul Daya,G,,
"Rishkar, Peema Renegade",G,,Legendary
Splinterfright,G,"Mill, Trample",
Abzan Ascendancy,"B, G, W",,
"Aminatou, the Fateshifter","B, U, W",,Legendary
Anguished Unmaking,"B, W",,
"Animar, Soul of Elements","G, R, U",Protection,Legendary
"Arjun, the Shifting Flame","R, U",Flying,Legendary
Ashen Rider,"B, W",Flying,
Ashenmoor Liege,"B, R",,
Assassin's Trophy,"B, G",,
Atarka's Command,"G, R",,
"Atla Palani, Nest Tender","G, R, W",,Legendary
"Aurelia, the Warleader","R, W","Flying, Haste, Vigilance",Legendary
Balefire Liege,"R, W",,
Boartusk Liege,"G, R",Trample,
Bring to Light,"G, U",Converge,
Child of Alara,"B, G, R, U, W",Trample,Legendary
Creakwood Liege,"B, G",,
Dack's Duplicate,"R, U",,
Dauntless Escort,"G, W",,
Deathbringer Liege,"B, W",,
"Doran, the Siege Tower","B, G, W",,Legendary
Dragonlord Dromoka,"G, W","Flying, Lifelink",Legendary
Dragonlord Silumgar,"B, U","Deathtouch, Flying",Legendary
Drogskol Reaver,"U, W","Double strike, Flying, Lifelink",
Dromoka's Command,"G, W",Fight,
"Elenda, the Dusk Rose","B, W",Lifelink,Legendary
Elsha of the Infinite,"R, U, W",Prowess,Legendary
Empyrial Archangel,"G, U, W","Flying, Shroud",
"Ezuri, Claw of Progress","G, U",,Legendary
Fiery Justice,"G, R, W",,
Figure of Destiny,"R, W",,
Firesong and Sunspeaker,"R, W",,Legendary
"Ghave, Guru of Spores","B, G, W",,Legendary
Glen Elendra Liege,"B, U",Flying,
Glimpse the Unthinkable,"B, U",Mill,
Grand Arbiter Augustin IV,"U, W",,Legendary
Grim Flayer,"B, G","Delirium, Surveil, Trample",
Guided Passage,"G, R, U",,
Hellkite Overlord,"B, G, R","Flying, Haste, Trample",
Hostage Taker,"B, U",,
Hydroid Krasis,"G, U","Flying, Trample",
"Intet, the Dreamer","G, R, U",Flying,Legendary
Jeskai Ascendancy,"R, U, W",,
"Jodah, Archmage Eternal","B, G, R, U, W",Flying,Legendary
"Judith, the Scourge Diva","B, R",,Legendary
Kaalia of the Vast,"B, R, W",Flying,Legendary
Kaervek the Merciless,"B, R",,Legendary
"Kambal, Consul of Allocation","B, W",,Legendary
"Karador, Ghost Chieftain","B, G, W",,Legendary
Kolaghan's Command,"B, R",,
Lavalanche,"B, G, R",,
Legion's Initiative,"R, W",,
Lord of Extinction,"B, G",,
Magister Sphinx,"B, U, W",Flying,
"Marchesa, the Black Rose","B, R, U",Dethrone,Legendary
Master Biomancer,"G, U",,
Master of Cruelties,"B, R","Deathtouch, First strike",
"Mathas, Fiend Seeker","B, R, W",Menace,Legendary
Mayael's Aria,"G, R, W",,
The Mimeoplasm,"B, G, U",,Legendary
Mindwrack Liege,"R, U",,
Mizzix of the Izmagnus,"R, U",,Legendary
"Muldrotha, the Gravetide","B, G, U",,Legendary
Murkfiend Liege,"G, U",,
"Nicol Bolas, God-Pharaoh","B, R, U",,Legendary
Phyrexian Tyranny,"B, R, U",,
Privileged Position,"G, W",,
Prized Amalgam,"B, U",,
Rafiq of the Many,"G, U, W",Exalted,Legendary
Roon of the Hidden Realm,"G, U, W","Trample, Vigilance",Legendary
"Ruric Thar, the Unbowed","G, R","Reach, Vigilance",Legendary
"Sedris, the Traitor King","B, R, U",,Legendary
Shattergang Brothers,"B, G, R",,Legendary
"Sidisi, Brood Tyrant","B, G, U",Mill,Legendary
"Skullbriar, the Walking Grave","B, G",Haste,Legendary
Supreme Verdict,"U, W",,
"Tariel, Reckoner of Souls","B, R, W","Flying, Vigilance",Legendary
"Teneb, the Harvester","B, G, W",Flying,Legendary
Thistledown Liege,"U, W",Flash,
Thousand-Year Storm,"R, U",,
Thraximundar,"B, R, U",Haste,Legendary
"Ulasht, the Hate Seed","G, R",,Legendary
"Uril, the Miststalker","G, R, W",Hexproof,Legendary
"Varina, Lich Queen","B, U, W",,Legendary
Villainous Wealth,"B, G, U",,
"Wasitora, Nekoru Queen","B, G, R","Flying, Trample",Legendary
Wilt-Leaf Liege,"G, W",,
Wrenn and Six,"G, R",,Legendary
Zur the Enchanter,"B, U, W",Flying,Legendary
Aether Vial,,,
Bloodforged Battle-Axe,,Equip,
Conqueror's Flail,,Equip,
Crucible of Worlds,,,
Darksteel Plate,,"Equip, Indestructible",
Mana Vault,,,
Nim Deathmantle,,Equip,
Panharmonicon,,,
Phyrexian Altar,,,
Pithing Needle,,,
Planar Bridge,,,Legendary
Sensei's Divining Top,,,
Thrumming Stone,,,Legendary
Vedalken Orrery,,,
Cavern of Souls,,,
City of Brass,,,
Forbidden Orchard,,,
Pillar of the Paruns,,,
"Liliana, the Last Hope",B,Mill,Legendary
Wrenn and Six,"G, R",,Legendary
"Emrakul, the Aeons Torn",,"Annihilator, Flying, Protection",Legendary
"Kozilek, Butcher of Truth",,Annihilator,Legendary
"Ulamog, the Infinite Gyre",,"Annihilator, Indestructible",Legendary
Weathered Wayfarer,W,,
Bring to Light,"G, U",Converge,
Karn Liberated,,,Legendary
Alabaster Mage,W,,
Ancestral Blade,W,Equip,
Angel of the Dawn,W,Flying,
Archangel of Thune,W,"Flying, Lifelink",
Auriok Salvagers,W,,
Austere Command,W,,
"Avacyn, Angel of Hope",W,"Flying, Indestructible, Vigilance",Legendary
Blade Splicer,W,,
Boon Reflection,W,,
Council's Judgment,W,Will of the council,
Crib Swap,W,Changeling,
Crusader of Odric,W,,
Ethersworn Canonist,W,,
Fencing Ace,W,Double strike,
Flickerwisp,W,Flying,
Fortify,W,,
Glint-Sleeve Artisan,W,Fabricate,
"Kemba, Kha Regent",W,,Legendary
Land Tax,W,,
Leonin Abunas,W,,
Master Splicer,W,,
Myrsmith,W,,
Open the Vaults,W,,
Path to Exile,W,,
Puresteel Paladin,W,Metalcraft,
Remember the Fallen,W,,
Revoke Existence,W,,
Sanctum Gargoyle,W,Flying,
Sanctum Spirit,W,Lifelink,
Stoneforge Mystic,W,,
Stonehewer Giant,W,Vigilance,
Strength of Arms,W,,
Tempered Steel,W,,
Thraben Inspector,W,Investigate,
Topple the Statue,W,,
Valor in Akros,W,,
Valorous Stance,W,,
Wrath of God,W,,
Apprentice Wizard,U,,
Arcum Dagsson,U,,Legendary
Argivian Restoration,U,,
"Braids, Conjurer Adept",U,,Legendary
Brainstorm,U,,
Cloudreader Sphinx,U,"Flying, Scry",
Corridor Monitor,U,,
Cyclonic Rift,U,Overload,
Deepglow Skate,U,,
Esperzoa,U,Flying,
Faerie Mechanist,U,Flying,
Force of Will,U,,
Frogify,U,Enchant,
Grand Architect,U,,
Hinder,U,,
Inkwell Leviathan,U,"Islandwalk, Landwalk, Shroud, Trample",
"Jace, the Mind Sculptor",U,,Legendary
Master of Etherium,U,,
Master Transmuter,U,,
Metallic Rebuke,U,Improvise,
Parasitic Strix,U,Flying,
Phyrexian Metamorph,U,,
Pongify,U,,
Relic Runner,U,,
Reshape,U,,
Riddlesmith,U,,
Rush of Knowledge,U,,
Sentinel of the Pearl Trident,U,Flash,
Serra Sphinx,U,"Flying, Vigilance",
Sift,U,,
Steel Sabotage,U,,
Thirst for Knowledge,U,,
Thought Reflection,U,,
Treasure Mage,U,,
Vedalken Infuser,U,,
Well of Ideas,U,,
Ad Nauseam,B,,
Beacon of Unrest,B,,
Bone Picker,B,"Deathtouch, Flying",
Cast Down,B,,
Costly Plunder,B,,
Dark Confidant,B,,
Death's Shadow,B,,
Defiant Salvager,B,,
Dire Fleet Hoarder,B,Treasure,
Disciple of Bolas,B,,
Disciple of the Vault,B,,
Divest,B,,
Doomed Necromancer,B,,
Dread Return,B,Flashback,
Driver of the Dead,B,,
Drown in Sorrow,B,Scry,
Executioner's Capsule,B,,
Fatal Push,B,Revolt,
"Geth, Lord of the Vault",B,"Intimidate, Mill",Legendary
Glaze Fiend,B,Flying,
Heartless Pillage,B,"Raid, Treasure",
Magus of the Abyss,B,,
Magus of the Will,B,,
Morkrut Banshee,B,Morbid,
Oubliette,B,,
Ovalchase Daredevil,B,,
Painsmith,B,,
Ravenous Trap,B,,
Salvage Titan,B,,
Silumgar Scavenger,B,"Exploit, Flying",
Skirsdag High Priest,B,Morbid,
"Skithiryx, the Blight Dragon",B,"Flying, Infect",Legendary
Supernatural Stamina,B,,
Thoughtseize,B,,
Toxic Deluge,B,,
Twisted Abomination,B,"Cycling, Swampcycling",
Vampire Hexmage,B,First strike,
Wound Reflection,B,,
Abrade,R,,
Balduvian Rage,R,,
Battle-Rattle Shaman,R,,
Blasphemous Act,R,,
Blood Moon,R,,
Bloodshot Trainee,R,,
Brimstone Volley,R,Morbid,
Cathartic Reunion,R,,
Cragganwick Cremator,R,,
Dismantle,R,,
Dualcaster Mage,R,Flash,
Galvanic Blast,R,Metalcraft,
Goblin Gaveleer,R,Trample,
Goblin Guide,R,Haste,
"Godo, Bandit Warlord",R,,Legendary
Grim Lavamancer,R,,
Heat Shimmer,R,,
Imperial Recruiter,R,,
Ion Storm,R,,
Kazuul's Toll Collector,R,,
Kuldotha Flamefiend,R,,
Lightning Axe,R,,
Mana Echoes,R,,
Orcish Vandal,R,,
Pyrewild Shaman,R,Bloodrush,
Rage Reflection,R,,
Rapacious Dragon,R,"Flying, Treasure",
Ravenous Intruder,R,,
Rolling Earthquake,R,,
Salivating Gremlins,R,,
Skinbrand Goblin,R,Bloodrush,
Sneak Attack,R,,
Temur Battle Rage,R,Ferocious,
Thopter Engineer,R,,
Trash for Treasure,R,,
Tuktuk the Explorer,R,Haste,Legendary
Weapon Surge,R,Overload,
Ancient Stirrings,G,,
Avenger of Zendikar,G,Landfall,
Awakening Zone,G,,
Bloodbriar,G,,
Bloodspore Thrinax,G,Devour,
Champion of Lambholt,G,,
Chatter of the Squirrel,G,Flashback,
Chord of Calling,G,Convoke,
Clear Shot,G,,
Conclave Naturalists,G,,
Crop Rotation,G,,
Crushing Vines,G,,
Death-Hood Cobra,G,,
Doubling Season,G,,
Elvish Aberration,G,"Cycling, Forestcycling",
Enlarge,G,,
Exploration,G,,
Fierce Empath,G,,
Gelatinous Genesis,G,,
Greater Good,G,,
Heartbeat of Spring,G,,
Invigorate,G,,
Kozilek's Predator,G,,
Liege of the Tangle,G,Trample,
Mana Reflection,G,,
Might of the Masses,G,,
Noble Hierarch,"G, U, W",Exalted,
Reclamation Sage,G,,
Shamanic Revelation,G,Ferocious,
Skullmulcher,G,Devour,
Sylvan Might,G,Flashback,
Terastodon,G,,
Thragtusk,G,,
Ulvenwald Mysteries,G,Investigate,
Vengevine,G,Haste,
Veteran Explorer,G,,
Whisperer of the Wilds,G,Ferocious,
Woodland Champion,G,,
"Arixmethes, Slumbering Isle","G, U",,Legendary
"Atraxa, Praetors' Voice","B, G, U, W","Deathtouch, Flying, Lifelink, Proliferate, Vigilance",Legendary
Baleful Strix,"B, U","Deathtouch, Flying",
"Breya, Etherium Shaper","B, R, U, W",,Legendary
"Brudiclad, Telchor Engineer","R, U",,Legendary
Deathreap Ritual,"B, G",Morbid,
Falkenrath Aristocrat,"B, R","Flying, Haste",
Fulminator Mage,"B, R",,
Geist of Saint Traft,"U, W",Hexproof,Legendary
Ghor-Clan Rampager,"G, R","Bloodrush, Trample",
Glassdust Hulk,"U, W",Cycling,
"Hanna, Ship's Navigator","U, W",,Legendary
Hidden Stockpile,"B, W","Revolt, Scry",
Izzet Charm,"R, U",,
"Jhoira, Weatherlight Captain","R, U",,Legendary
Kaalia of the Vast,"B, R, W",Flying,Legendary
"Karrthus, Tyrant of Jund","B, G, R","Flying, Haste",Legendary
Maelstrom Nexus,"B, G, R, U, W",,
Maelstrom Pulse,"B, G",,
Manamorphose,"G, R",,
"Mazirek, Kraul Death Priest","B, G",Flying,Legendary
Meddling Mage,"U, W",,
Merciless Eviction,"B, W",,
Progenitor Mimic,"G, U",,
Rhys the Redeemed,"G, W",,Legendary
Riku of Two Reflections,"G, R, U",,Legendary
Savageborn Hydra,"G, R",Double strike,
The Scarab God,"B, U",Scry,Legendary
Selesnya Guildmage,"G, W",,
Sen Triplets,"B, U, W",,Legendary
Sharuum the Hegemon,"B, U, W",Flying,Legendary
Sphinx Summoner,"B, U",Flying,
Swiftblade Vindicator,"R, W","Double strike, Trample, Vigilance",
Thopter Foundry,"B, U, W",,
Time Sieve,"B, U",,
Unlicensed Disintegration,"B, R",,
Vexing Shusher,"G, R",,
"Vish Kal, Blood Arbiter","B, W","Flying, Lifelink",Legendary
Voice of Resurgence,"G, W",,
Weapons Trainer,"R, W",,
Yavimaya's Embrace,"G, U",Enchant,
Accomplished Automaton,,Fabricate,
Adaptive Automaton,,,
Basalt Monolith,,,
Basilisk Collar,,Equip,
Batterskull,,"Equip, Living weapon",
Blightsteel Colossus,,"Indestructible, Infect, Trample",
"Bosh, Iron Golem",R,Trample,Legendary
Cathodion,,,
Chief of the Foundry,,,
Chromatic Star,,,
Chrome Mox,,Imprint,
Clone Shell,,Imprint,
Cogwork Assembler,,,
Conjurer's Closet,,,
Coretapper,,,
Cranial Plating,B,Equip,
Culling Dais,,,
Darksteel Axe,,"Equip, Indestructible",
Darksteel Forge,,,
Duplicant,,Imprint,
Eager Construct,,Scry,
Endless Atlas,,,
Engineered Explosives,,Sunburst,
Ensnaring Bridge,,,
Everflowing Chalice,,Multikicker,
Expedition Map,,,
Flayer Husk,,"Equip, Living weapon",
Gleaming Barrier,,"Defender, Treasure",
Golem Artisan,,,
Golem-Skin Gauntlets,,Equip,
Hammer of Nazahn,,Equip,Legendary
Ichor Wellspring,,,
Iron Bully,,Menace,
Iron League Steed,,"Fabricate, Haste",
Isochron Scepter,,Imprint,
Jhoira's Familiar,,Flying,
Kuldotha Forgemaster,,,
Lightning Greaves,,Equip,
Lux Cannon,,,
Magnifying Glass,,Investigate,
Mana Crypt,,,
Masterwork of Ingenuity,,,
Mesmeric Orb,,Mill,
Metalspinner's Puzzleknot,B,,
Mishra's Bauble,,,
Mox Opal,,Metalcraft,Legendary
Myr Battlesphere,,,
Myr Retriever,,,
O-Naginata,,Equip,
Oblivion Stone,,,
Peace Strider,,,
Pentad Prism,,Sunburst,
Phyrexian Revoker,,,
Pyrite Spellbomb,R,,
Ratchet Bomb,,,
Sandstone Oracle,,Flying,
Sculpting Steel,,,
Sickleslicer,,"Equip, Living weapon",
Skinwing,,"Equip, Living weapon",
Spellskite,U,,
Sphinx of the Guildpact,"B, G, R, U, W","Flying, Hexproof, Hexproof from",
Springleaf Drum,,,
Sundering Titan,,,
Sunforger,"R, W",Equip,
Surge Node,,,
Sword of Body and Mind,,"Equip, Mill",
Sword of Feast and Famine,,Equip,
Sword of Fire and Ice,,Equip,
Sword of Light and Shadow,,Equip,
Sword of the Meek,,Equip,
Sword of War and Peace,,Equip,
Throne of Geth,,Proliferate,
Treasure Keeper,,,
Trinisphere,,,
Tumble Magnet,,,
Vulshok Gauntlets,,Equip,
Walking Ballista,,,
Welding Jar,,,
Wurmcoil Engine,,"Deathtouch, Lifelink",
Academy Ruins,U,,Legendary
Ash Barrens,,"Basic landcycling, Cycling, Landcycling",
Blinkmoth Nexus,,,
Buried Ruin,,,
Cascade Bluffs,"R, U",,
Dark Depths,,,"Legendary, Snow"
Darksteel Citadel,,Indestructible,
Fetid Heath,"B, W",,
Fire-Lit Thicket,"G, R",,
Flooded Grove,"G, U",,
Glimmervoid,,,
Graven Cairns,"B, R",,
High Market,,,
Maze of Ith,,,
Mishra's Factory,,,
Mystic Gate,"U, W",,
Rugged Prairie,"R, W",,
Sunken Ruins,"B, U",,
Thespian's Stage,,,
Twilight Mire,"B, G",,
Urza's Mine,,,
Urza's Power Plant,,,
Urza's Tower,,,
Wooded Bastion,"G, W",,
Karn Liberated,,,Legendary
"Jace, the Mind Sculptor",U,,Legendary
"Avacyn, Angel of Hope",W,"Flying, Indestructible, Vigilance",Legendary
Council's Judgment,W,Will of the council,
Stoneforge Mystic,W,,
Brainstorm,U,,
Cyclonic Rift,U,Overload,
Force of Will,U,,
Phyrexian Metamorph,U,,
Dark Confidant,B,,
Fatal Push,B,Revolt,
Thoughtseize,B,,
Toxic Deluge,B,,
Blood Moon,R,,
Goblin Guide,R,Haste,
Sneak Attack,R,,
Crop Rotation,G,,
Doubling Season,G,,
Exploration,G,,
Noble Hierarch,"G, U, W",Exalted,
"Atraxa, Praetors' Voice","B, G, U, W","Deathtouch, Flying, Lifelink, Proliferate, Vigilance",Legendary
Kaalia of the Vast,"B, R, W",Flying,Legendary
Meddling Mage,"U, W",,
Batterskull,,"Equip, Living weapon",
Blightsteel Colossus,,"Indestructible, Infect, Trample",
Chrome Mox,,Imprint,
Expedition Map,,,
Lightning Greaves,,Equip,
Mana Crypt,,,
Mox Opal,,Metalcraft,Legendary
Sword of Body and Mind,,"Equip, Mill",
Sword of Feast and Famine,,Equip,
Sword of Fire and Ice,,Equip,
